Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:36:02.053,114401.7,0.017,BTCUSDT
2025-09-30 01:36:02.053,114401.6,0.002,BTCUSDT
2025-09-30 01:36:02.053,114401.5,0.002,BTCUSDT
2025-09-30 01:36:02.053,114401.4,0.066,BTCUSDT
2025-09-30 01:36:02.053,114401.2,0.001,BTCUSDT
2025-09-30 01:36:02.053,114401.1,0.001,BTCUSDT
2025-09-30 01:36:02.053,114401.1,0.001,BTCUSDT
2025-09-30 01:36:02.053,114401.1,0.087,BTCUSDT
2025-09-30 01:36:02.053,114401.0,0.002,BTCUSDT
2025-09-30 01:36:02.053,114400.9,0.002,BTCUSDT
2025-09-30 01:36:02.053,114400.8,1.0,BTCUSDT
2025-09-30 01:36:02.053,114400.7,0.001,BTCUSDT
2025-09-30 01:36:02.053,114400.7,0.002,BTCUSDT
2025-09-30 01:36:02.053,114400.7,0.063,BTCUSDT
2025-09-30 01:36:02.053,114400.6,0.03,BTCUSDT
2025-09-30 01:36:02.053,114400.6,0.002,BTCUSDT
2025-09-30 01:36:02.053,114400.5,0.855,BTCUSDT
2025-09-30 01:36:02.071,114400.6,0.013,BTCUSDT
2025-09-30 01:36:02.224,114400.6,0.002,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.306,114400.5,0.017,BTCUSDT
2025-09-30 01:36:02.335,114400.5,0.011,BTCUSDT
2025-09-30 01:36:02.364,114400.5,0.001,BTCUSDT
2025-09-30 01:36:02.565,114400.5,0.034,BTCUSDT
2025-09-30 01:36:02.984,114400.6,0.044,BTCUSDT
2025-09-30 01:36:03.197,114400.5,0.002,BTCUSDT
2025-09-30 01:36:03.413,114400.5,0.105,BTCUSDT
2025-09-30 01:36:03.413,114400.5,0.095,BTCUSDT
2025-09-30 01:36:03.547,114400.6,0.119,BTCUSDT
2025-09-30 01:36:03.919,114400.6,0.004,BTCUSDT
2025-09-30 01:36:04.022,114400.5,0.001,BTCUSDT
2025-09-30 01:36:04.099,114400.6,0.043,BTCUSDT
2025-09-30 01:36:04.513,114400.6,0.001,BTCUSDT
2025-09-30 01:36:04.526,114400.6,0.001,BTCUSDT
2025-09-30 01:36:04.611,114400.5,0.001,BTCUSDT
2025-09-30 01:36:04.667,114400.6,0.001,BTCUSDT
2025-09-30 01:36:04.716,114400.6,0.003,BTCUSDT
2025-09-30 01:36:04.796,114400.6,0.008,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.068,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.001,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.003,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.001,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.001,BTCUSDT
2025-09-30 01:36:05.026,114400.5,0.005,BTCUSDT
2025-09-30 01:36:05.143,114400.6,0.043,BTCUSDT
2025-09-30 01:36:05.540,114400.6,0.017,BTCUSDT
